activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
378337,17751957,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC1CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '14.91', 'le': '0.30', 'lle': '1.17', 'sei': '11.26'}",CHEMBL4109794,,CHEMBL4109794,7.52,False,http://www.openphacts.org/units/Nanomolar,2869292,=,37,True,=,,IC50,nM,,30.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,30.0
378338,17751958,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '15.41', 'le': '0.32', 'lle': '1.58', 'sei': '10.70'}",CHEMBL4112950,,CHEMBL4112950,7.16,False,http://www.openphacts.org/units/Nanomolar,2869293,=,37,True,=,,IC50,nM,,70.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,70.0
378339,17751959,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCCOC)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.86', 'le': '0.28', 'lle': '1.47', 'sei': '9.26'}",CHEMBL4107352,,CHEMBL4107352,7.05,False,http://www.openphacts.org/units/Nanomolar,2869294,=,37,True,=,,IC50,nM,,90.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,90.0
378340,17751960,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC1(C#N)CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.97', 'le': '0.28', 'lle': '1.16', 'sei': '8.16'}",CHEMBL4112735,,CHEMBL4112735,7.40,False,http://www.openphacts.org/units/Nanomolar,2869295,=,37,True,=,,IC50,nM,,40.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,40.0
378341,17751961,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC1CC1)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.79', 'le': '0.28', 'lle': '0.61', 'sei': '10.41'}",CHEMBL3891817,,CHEMBL3891817,6.96,False,http://www.openphacts.org/units/Nanomolar,2869296,=,37,True,=,,IC50,nM,,110.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,110.0
378342,17751962,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COC)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '14.08', 'le': '0.29', 'lle': '0.97', 'sei': '9.78'}",CHEMBL3966670,,CHEMBL3966670,6.54,False,http://www.openphacts.org/units/Nanomolar,2869297,=,37,True,=,,IC50,nM,,290.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,290.0
378343,17751963,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCCOC)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.02', 'le': '0.27', 'lle': '1.04', 'sei': '8.70'}",CHEMBL3967626,,CHEMBL3967626,6.62,False,http://www.openphacts.org/units/Nanomolar,2869298,=,37,True,=,,IC50,nM,,240.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,240.0
378344,17751964,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC1(C(N)=O)CC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.07', 'le': '0.26', 'lle': '1.95', 'sei': '6.51'}",CHEMBL4111792,,CHEMBL4111792,7.16,False,http://www.openphacts.org/units/Nanomolar,2869299,=,37,True,=,,IC50,nM,,70.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,70.0
378345,17751965,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC1(C(N)=O)CC1)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '12.09', 'le': '0.24', 'lle': '1.42', 'sei': '6.02'}",CHEMBL3976132,,CHEMBL3976132,6.62,False,http://www.openphacts.org/units/Nanomolar,2869300,=,37,True,=,,IC50,nM,,240.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,240.0
378346,17751966,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](COCC(C)(C)O)N1C(=O)[C@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)C1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.32', 'le': '0.27', 'lle': '1.25', 'sei': '7.99'}",CHEMBL3895079,,CHEMBL3895079,6.96,False,http://www.openphacts.org/units/Nanomolar,2869301,=,37,True,=,,IC50,nM,,110.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,110.0
378347,17751967,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](C(O)C(F)(F)F)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '15.43', 'le': '0.32', 'lle': '2.16', 'sei': '10.28'}",CHEMBL4108586,,CHEMBL4108586,8.00,False,http://www.openphacts.org/units/Nanomolar,2869302,=,37,True,=,,IC50,nM,,10.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,10.0
378348,17751968,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](C(O)C(F)(F)F)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.80', 'le': '0.29', 'lle': '1.31', 'sei': '9.19'}",CHEMBL4108586,,CHEMBL4108586,7.16,False,http://www.openphacts.org/units/Nanomolar,2869302,=,37,True,=,,IC50,nM,,70.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,70.0
378349,17751969,[],CHEMBL3888179,"Homogenous Time-Resolved Fluorescence Assay (HTRF1 Assay): The standard assay conditions for the in vitro HTRF assay consisted of a 50 ul total reaction volume in black 384-well Costar polypropylene plates in 1xPBS buffer pH 7.4, 1 mM DTT, 0.1% BSA, 2.5 nM GST-hMDM2 (aa 1-188), 5 nM biotinylated-p53 (aa 1-83), 1.8 nM SA-XLent (Cisbio; Bedford, Mass.), 0.6 nM anti-GST cryptate monoclonal antibody (Cisbio; Bedford, Mass.) and 200 mM KF. Amino acid residues 1-188 of human MDM2 were expressed as an amino-terminal glutathione-5-transferase (GST) fusion protein (GST-hMDM2) in Escherichia coli. Residues 1-83 of human p53 were expressed as an amino-terminal AviTag-TrxA-6×His fusion protein (biotinylated p53) in E. coli. Each protein was purified from cell paste by affinity chromatography. Specifically, 10 uL of GST-hMDM2 was incubated with 10 ul of diluted compound (various concentrations, serially diluted) in 10% DMSO for 20 minutes at room temperature. 20 uL of biotinylated-p53 was added to the GST-hMDM2+compound mixture, and then incubated at room temperature for 60 min. 10 uL of detection buffer consisting of SA-XLent, anti-GST cryptate antibody and KF was added to GST-hMDM2, biotinylated-p53 and compound reaction and left at room temperature to reach equilibrium for >4 hrs. The final concentration of DMSO in the reaction was 2%. Time-resolved fluorescence readings were measured on a microplate multilabel reader. Percentage of inhibition was calculated relative to nutlin-3.",B,,,BAO_0000190,BAO_0000224,protein format,CC[C@@H](CN1CCOCC1)N1C(=O)[C@@H](CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,,,CHEMBL3886611,,2016,"{'bei': '13.77', 'le': '0.28', 'lle': '1.90', 'sei': '10.21'}",CHEMBL4109809,,CHEMBL4109809,7.16,False,http://www.openphacts.org/units/Nanomolar,2869303,=,37,True,=,,IC50,nM,,70.0,CHEMBL1907611,Homo sapiens,Tumour suppressor p53/oncoprotein Mdm2,9606,,,IC50,nM,UO_0000065,,70.0
